"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,206408,2023001146307,24462.0,2023002064081,373506,1,3,23652.0,0,1,26,6,8,856,4,416,5,50,1,10,37500,1,11
2023,202301,206570,2023001148019,11340.0,2023002065701,730706,1,1,11340.0,2,1,53,1,7,700,1,100,6,61,1,10,67000,1,11
2023,202301,206570,2023001148019,11340.0,2023002065701,730706,1,3,7938.0,0,1,18,6,7,700,1,100,6,63,1,10,7300,1,11
2023,202301,206732,2023001149661,37098.0,2023002067321,374706,1,1,37098.0,2,2,29,6,2,200,0,0,7,71,1,10,30000,1,11
2023,202301,207056,2023001153062,16524.0,2023002070561,751306,1,2,16038.0,0,2,50,1,4,400,0,0,10,101,1,10,0,1,11
2023,202301,207542,2023001158102,6966.0,2023002075421,711506,1,1,6966.0,2,2,47,1,7,700,1,100,6,65,1,10,65000,1,11
2023,202301,207542,2023001158102,6966.0,2023002075421,711506,1,2,7452.0,2,1,55,1,7,700,1,100,6,61,1,10,60000,1,11
2023,202301,207542,2023001158102,6966.0,2023002075421,711506,1,3,6318.0,0,2,23,6,7,700,1,100,6,63,1,10,18000,1,11
2023,202301,207704,2023001159737,8424.0,2023002077041,711806,1,1,8424.0,1,2,43,1,1,100,1,100,11,114,1,10,220000,1,11
2023,202301,207704,2023001159737,8424.0,2023002077041,711806,1,2,9234.0,1,1,45,1,1,100,1,100,6,65,1,10,89000,2,20
2023,202301,208028,2023001163044,5346.0,2023002080281,851206,1,1,5346.0,1,2,55,1,1,100,0,0,8,81,1,10,0,1,11
2023,202301,208028,2023001163044,5346.0,2023002080281,851206,1,2,6156.0,1,1,56,1,1,100,0,0,5,50,1,10,22000,1,11
2023,202301,208028,2023001163044,5346.0,2023002080281,851206,1,3,8100.0,0,2,20,6,1,100,0,0,8,81,1,10,7000,1,11
2023,202301,208190,2023001164581,18468.0,2023002081901,170006,1,2,18792.0,3,1,40,1,8,826,1,100,10,101,1,10,275000,2,20
2023,202301,208352,2023001166207,9558.0,2023002083521,373706,1,1,9558.0,2,1,55,1,4,400,0,0,6,63,1,10,69000,1,11
2023,202301,208352,2023001166207,9558.0,2023002083521,373706,1,2,9882.0,2,2,54,1,4,400,0,0,6,63,1,10,52000,1,11
2023,202301,208352,2023001166207,9558.0,2023002083521,373706,1,3,7128.0,0,1,23,6,4,400,0,0,10,101,1,10,71000,1,11
2023,202301,208352,2023001166207,9558.0,2023002083521,373706,1,4,7290.0,0,1,19,6,4,400,0,0,6,63,1,10,900,1,11
2023,202301,208514,2023001167594,4860.0,2023002085141,710806,1,1,4860.0,2,1,54,1,8,826,1,100,7,71,1,10,26000,1,11
2023,202301,208838,2023001171139,41796.0,2023002088381,671406,1,1,41796.0,2,1,37,1,7,700,1,100,8,81,1,10,45000,1,11
2023,202301,208838,2023001171139,41796.0,2023002088381,671406,1,2,39366.0,2,2,37,1,7,700,1,100,6,63,1,10,40000,1,11
2023,202301,209324,2023001176117,8748.0,2023002093241,371706,1,1,8586.0,0,2,56,4,7,700,4,414,11,114,1,10,95000,1,11
2023,202301,209486,2023001177719,13608.0,2023002094861,651706,1,1,13608.0,2,1,32,1,1,100,0,0,10,101,1,10,93000,1,11
2023,202301,209486,2023001177719,13608.0,2023002094861,651706,1,2,16200.0,2,2,31,1,2,200,1,100,7,71,1,10,26000,1,11
2023,202301,209810,2023001181174,34182.0,2023002098101,851606,1,1,34182.0,0,1,63,6,4,400,0,0,11,114,1,10,144000,1,11
2023,202301,209972,2023001182782,18468.0,2023002099721,170006,1,1,18306.0,0,2,54,1,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,210296,2023001186335,60588.0,2023002102961,770706,1,1,60588.0,0,1,42,6,6,600,0,0,7,71,1,10,55000,1,11
2023,202301,210458,2023001187880,58158.0,2023002104581,373206,1,1,57996.0,0,2,35,6,1,100,0,0,10,101,1,10,0,1,11
2023,202301,210620,2023001189661,18144.0,2023002106201,591406,1,1,18144.0,3,1,40,4,8,826,4,422,10,101,1,10,168000,1,11
2023,202301,210782,2023001191420,18144.0,2023002107821,671706,1,2,20088.0,0,1,57,1,1,100,0,0,10,101,1,14,156000,1,12
2023,202301,211106,2023001194812,7452.0,2023002111061,730706,1,1,7614.0,2,1,46,4,1,100,0,0,7,71,1,10,16500,1,11
2023,202301,211268,2023001196538,14094.0,2023002112681,376206,1,2,10692.0,0,2,61,1,1,100,0,0,6,64,1,10,45000,1,11
2023,202301,211430,2023001198351,11664.0,2023002114301,850806,1,1,11664.0,2,2,55,4,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,211430,2023001198351,11664.0,2023002114301,850806,1,2,21060.0,0,1,21,6,1,100,0,0,6,63,1,10,14400,1,11
2023,202301,211592,2023001200109,32562.0,2023002115921,770506,1,1,32400.0,0,1,25,6,6,600,0,0,6,63,1,10,30000,1,11
2023,202301,211754,2023001201870,8262.0,2023002117541,990206,1,2,13446.0,0,2,33,6,1,100,0,0,6,63,1,10,19000,1,11
2023,202301,211754,2023001201870,8262.0,2023002117541,990206,1,3,12960.0,0,1,32,6,1,100,0,0,6,63,1,10,18500,1,11
2023,202301,212078,2023001205220,9234.0,2023002120781,131006,1,2,7938.0,0,2,64,1,6,600,0,0,11,114,1,10,88000,1,11
2023,202301,212402,2023001208930,10044.0,2023002124021,870106,1,1,9882.0,1,2,57,1,1,100,0,0,7,71,1,10,65000,1,11
2023,202301,212402,2023001208930,10044.0,2023002124021,870106,1,2,14580.0,1,1,53,1,1,100,0,0,10,101,1,10,95000,1,11
2023,202301,212402,2023001208930,10044.0,2023002124021,870106,1,3,14094.0,0,1,24,6,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,212564,2023001210721,12312.0,2023002125641,710206,1,1,12312.0,0,1,37,3,1,100,0,0,10,101,1,10,88000,1,11
2023,202301,213050,2023001215526,19278.0,2023002130501,373406,1,1,19278.0,0,1,41,6,6,600,0,0,8,81,1,10,40000,1,11
2023,202301,213374,2023001218767,8100.0,2023002133741,11806,1,1,8262.0,2,2,49,1,6,640,0,0,10,101,1,10,350000,1,11
2023,202301,213374,2023001218767,8100.0,2023002133741,11806,1,4,10206.0,2,1,51,1,6,640,0,0,8,81,1,10,60000,1,11
2023,202301,213536,2023001220427,38880.0,2023002135361,11606,1,2,54270.0,0,1,58,1,2,200,0,0,6,63,1,10,40000,1,11
2023,202301,213860,2023001223799,11664.0,2023002138601,751306,1,1,11664.0,1,1,40,1,4,410,0,0,10,101,1,10,125000,1,11
2023,202301,213860,2023001223799,11664.0,2023002138601,751306,1,2,11340.0,1,2,39,1,4,400,0,0,11,115,1,10,237000,1,11
2023,202301,214022,2023001225600,34668.0,2023002140221,12106,1,1,34668.0,0,2,57,4,9,920,4,422,7,71,1,10,65000,1,11
2023,202301,214184,2023001227012,37098.0,2023002141841,670406,1,3,49086.0,0,1,60,6,2,200,0,0,6,63,1,10,40000,1,11
2023,202301,214508,2023001230491,4860.0,2023002145081,150006,1,1,4860.0,0,2,26,1,1,100,0,0,7,71,1,10,28000,1,11
2023,202301,214508,2023001230491,4860.0,2023002145081,150006,1,2,5670.0,0,1,26,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,214670,2023001232220,30618.0,2023002146701,590806,1,1,30618.0,1,2,41,1,6,600,0,0,10,101,1,10,96000,1,11
2023,202301,214670,2023001232220,30618.0,2023002146701,590806,1,2,32724.0,1,1,42,1,6,600,0,0,10,101,1,10,105000,1,11
2023,202301,214832,2023001234052,30618.0,2023002148321,376106,1,1,30618.0,0,1,53,1,6,620,0,0,10,101,1,10,156000,1,11
2023,202301,214832,2023001234052,30618.0,2023002148321,376106,1,2,29484.0,0,2,50,1,6,620,0,0,10,101,1,10,50000,1,11
2023,202301,214994,2023001235672,11988.0,2023002149941,170006,1,1,11988.0,0,1,62,1,1,100,1,100,7,71,1,10,0,1,11
2023,202301,215156,2023001237319,8910.0,2023002151561,410406,1,1,8910.0,1,2,32,1,6,669,0,0,11,114,1,10,200000,1,11
2023,202301,215156,2023001237319,8910.0,2023002151561,410406,1,2,10044.0,1,1,33,1,1,100,0,0,10,101,1,10,684000,1,11
2023,202301,215318,2023001238964,32724.0,2023002153181,374006,1,1,32724.0,4,1,58,6,7,700,4,412,6,61,1,10,75000,1,11
2023,202301,215318,2023001238964,32724.0,2023002153181,374006,1,4,27378.0,0,2,21,6,7,700,4,412,8,81,1,10,10000,1,11
2023,202301,215480,2023001240530,31752.0,2023002154801,376706,1,1,31752.0,0,1,48,1,1,100,0,0,6,63,1,12,68000,1,11
2023,202301,215480,2023001240530,31752.0,2023002154801,376706,1,2,34506.0,0,2,44,1,1,100,0,0,7,71,1,10,130000,1,11
2023,202301,215642,2023001242309,7938.0,2023002156421,950306,1,1,7938.0,1,1,59,1,2,200,0,0,6,63,1,10,125000,2,20
2023,202301,215804,2023001243836,8910.0,2023002158041,530106,1,1,8748.0,0,1,65,6,1,100,0,0,11,114,1,10,50000,1,11
2023,202301,215804,2023001243836,8910.0,2023002158041,530106,1,2,9720.0,0,1,43,6,1,100,0,0,10,101,1,12,10000,1,11
2023,202301,216128,2023001247308,20898.0,2023002161281,591706,1,2,20574.0,4,1,57,1,7,700,4,412,6,63,1,10,52000,1,11
2023,202301,216128,2023001247308,20898.0,2023002161281,591706,1,4,21546.0,0,2,27,6,7,700,4,412,6,63,1,10,43000,1,11
2023,202301,216128,2023001247308,20898.0,2023002161281,591706,1,5,18468.0,0,1,25,6,7,700,4,412,6,63,1,10,50000,1,11
2023,202301,216128,2023001247308,20898.0,2023002161281,591706,1,6,18144.0,0,2,22,6,7,700,4,412,7,71,1,10,35000,1,11
2023,202301,216290,2023001249137,7776.0,2023002162901,591406,1,2,8910.0,0,2,60,1,1,100,0,0,11,114,1,10,9000,1,11
2023,202301,216452,2023001250677,19764.0,2023002164521,11506,1,1,19764.0,3,2,42,4,4,400,0,0,6,65,1,10,9000,1,11
2023,202301,216614,2023001252082,6804.0,2023002166141,370806,1,2,7776.0,3,2,45,1,8,826,1,100,2,26,1,10,23000,1,11
2023,202301,216776,2023001253850,8262.0,2023002167761,1070106,1,1,8262.0,0,2,44,4,8,826,0,0,10,101,1,10,109000,1,11
2023,202301,216938,2023001255766,8424.0,2023002169381,11706,1,1,8586.0,1,2,30,1,4,400,0,0,11,116,1,10,68000,1,11
2023,202301,216938,2023001255766,8424.0,2023002169381,11706,1,2,9072.0,1,1,34,1,4,400,0,0,11,114,1,10,100000,1,11
2023,202301,217100,2023001257329,14094.0,2023002171001,530106,1,1,14094.0,2,2,53,1,6,640,0,0,11,114,1,10,105000,1,11
2023,202301,217100,2023001257329,14094.0,2023002171001,530106,1,2,16200.0,2,1,51,1,1,100,0,0,11,115,1,10,250000,1,11
2023,202301,217262,2023001259315,14418.0,2023002172621,830206,1,2,18792.0,0,1,53,6,7,700,1,100,1,14,1,10,32800,2,20
2023,202301,217424,2023001260893,12312.0,2023002174241,810306,1,1,12312.0,2,2,41,1,1,100,0,0,11,114,1,10,100000,1,11
2023,202301,217424,2023001260893,12312.0,2023002174241,810306,1,2,11340.0,2,1,46,1,8,826,1,100,11,116,1,10,140000,1,11
2023,202301,217586,2023001262638,10044.0,2023002175861,870206,1,2,10692.0,1,1,62,1,1,100,0,0,7,71,1,10,37000,1,11
2023,202301,217748,2023001264305,21546.0,2023002177481,731606,1,1,21546.0,0,1,32,6,1,100,0,0,10,101,1,10,64000,1,11
2023,202301,218072,2023001267626,15228.0,2023002180721,950206,1,1,15066.0,1,1,25,1,1,100,0,0,8,81,1,14,57000,1,13
2023,202301,218234,2023001269372,60102.0,2023002182341,390006,1,1,60102.0,1,2,42,1,1,100,0,0,7,71,1,10,55000,1,11
2023,202301,218234,2023001269372,60102.0,2023002182341,390006,1,2,32886.0,1,1,46,1,8,802,0,0,7,71,1,10,100000,1,11
2023,202301,218234,2023001269372,60102.0,2023002182341,390006,1,4,26406.0,0,2,18,6,7,700,1,100,6,63,1,10,0,1,11
2023,202301,218558,2023001272468,12312.0,2023002185581,372106,1,1,12312.0,0,2,28,6,6,663,0,0,10,101,1,10,130000,1,11
2023,202301,218558,2023001272468,12312.0,2023002185581,372106,1,2,7128.0,0,1,19,6,6,663,0,0,7,71,1,10,5000,1,11
2023,202301,218720,2023001274249,24138.0,2023002187201,373406,1,1,24138.0,0,1,31,4,6,671,0,0,10,101,1,10,50000,1,11
2023,202301,218882,2023001276045,6642.0,2023002188821,375106,1,1,6642.0,2,2,29,3,7,700,1,100,6,63,1,10,10000,1,11
2023,202301,219044,2023001277752,8748.0,2023002190441,1110306,1,1,8748.0,1,1,51,1,7,700,1,100,0,2,1,10,100000,1,11
2023,202301,219044,2023001277752,8748.0,2023002190441,1110306,1,3,7776.0,0,1,23,6,7,700,1,100,10,101,1,10,30000,1,11
2023,202301,219206,2023001279508,8262.0,2023002192061,373206,1,1,8262.0,2,2,58,1,9,907,4,412,2,26,1,10,29000,1,11
2023,202301,219206,2023001279508,8262.0,2023002192061,373206,1,2,8748.0,2,1,51,1,8,826,4,414,3,30,1,10,22000,1,11
2023,202301,219206,2023001279508,8262.0,2023002192061,373206,1,3,8748.0,0,2,29,6,9,907,4,412,10,101,1,10,59000,1,11
2023,202301,219206,2023001279508,8262.0,2023002192061,373206,1,4,9234.0,0,2,23,6,9,907,4,412,7,71,1,10,2000,1,11
2023,202301,219368,2023001281171,12312.0,2023002193681,732206,1,1,12150.0,2,1,28,1,1,100,0,0,10,101,1,10,75000,1,11
2023,202301,219368,2023001281171,12312.0,2023002193681,732206,1,2,15066.0,2,2,30,1,1,100,0,0,10,101,1,10,684000,1,11
2023,202301,219530,2023001282744,22356.0,2023002195301,377106,1,1,22356.0,0,2,44,4,8,826,1,100,6,63,1,10,0,1,11
2023,202301,219530,2023001282744,22356.0,2023002195301,377106,1,3,20250.0,0,1,28,6,8,826,1,100,7,71,1,10,60000,1,11
2023,202301,219692,2023001284291,15876.0,2023002196921,710506,1,1,15876.0,1,1,51,1,1,100,0,0,7,71,1,10,48000,1,11
2023,202301,219692,2023001284291,15876.0,2023002196921,710506,1,2,14256.0,1,2,52,1,7,700,1,100,7,71,1,10,24000,1,11
2023,202301,219854,2023001285890,37422.0,2023002198541,652106,1,1,37422.0,2,2,44,1,1,100,0,0,10,101,1,10,40000,1,11
2023,202301,219854,2023001285890,37422.0,2023002198541,652106,1,2,40338.0,2,1,48,1,1,100,0,0,10,101,1,10,15000,1,11
2023,202301,220178,2023001289251,24138.0,2023002201781,375806,1,2,31266.0,1,1,42,1,7,700,1,100,2,23,1,10,60000,1,11
2023,202301,220178,2023001289251,24138.0,2023002201781,375806,1,4,29484.0,0,2,50,3,7,700,1,100,10,101,1,10,12000,1,11
2023,202301,220340,2023001290739,17172.0,2023002203401,374406,1,1,17172.0,0,2,34,1,7,700,1,100,10,101,1,10,62000,1,11
2023,202301,220340,2023001290739,17172.0,2023002203401,374406,1,2,17658.0,0,1,38,1,7,700,4,416,10,101,1,10,250000,1,11
2023,202301,220664,2023001294152,18144.0,2023002206641,190506,1,1,18144.0,0,2,38,4,6,685,1,100,0,2,1,10,10000,1,11
2023,202301,220826,2023001296114,64476.0,2023002208261,1130206,1,1,64476.0,2,2,42,1,1,100,1,100,7,71,1,10,45000,1,11
2023,202301,220826,2023001296114,64476.0,2023002208261,1130206,1,2,35478.0,2,1,45,1,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,220988,2023001298137,27864.0,2023002209881,610106,1,1,27864.0,0,1,24,6,1,100,0,0,10,101,1,10,44000,1,11
2023,202301,220988,2023001298137,27864.0,2023002209881,610106,1,2,38232.0,0,2,25,4,7,700,1,100,6,63,1,10,55000,1,11
2023,202301,221150,2023001299809,7614.0,2023002211501,732206,1,1,7452.0,0,1,60,1,1,100,1,100,7,71,1,10,34300,1,11
2023,202301,221150,2023001299809,7614.0,2023002211501,732206,1,2,7452.0,0,2,61,1,1,100,1,100,6,65,1,10,49000,1,11
2023,202301,221312,2023001301469,9558.0,2023002213121,591806,1,1,9558.0,0,2,64,6,6,640,0,0,11,116,1,10,40000,1,11
2023,202301,221636,2023001304995,10044.0,2023002216361,591706,1,1,10206.0,0,1,59,1,8,826,1,100,10,101,1,10,4000,1,11
2023,202301,221636,2023001304995,10044.0,2023002216361,591706,1,2,8424.0,0,2,57,1,1,100,0,0,11,115,1,10,4000,1,11
2023,202301,221798,2023001306683,23814.0,2023002217981,371906,1,1,23814.0,0,1,30,6,7,700,1,100,6,63,1,10,34300,1,11
2023,202301,221798,2023001306683,23814.0,2023002217981,371906,1,2,22194.0,0,2,30,6,7,700,1,100,6,63,1,10,0,1,11
2023,202301,221960,2023001308359,8262.0,2023002219601,711506,1,2,6156.0,0,1,44,6,2,200,0,0,6,63,1,10,65000,1,11
2023,202301,222122,2023001310148,2592.0,2023002221221,870106,1,2,1620.0,2,2,43,1,1,100,0,0,7,71,1,10,65000,1,11
2023,202301,222284,2023001311656,10206.0,2023002222841,372406,1,1,10206.0,0,2,30,6,1,100,0,0,11,116,1,10,120000,1,11
2023,202301,222608,2023001314882,8586.0,2023002226081,711206,1,3,9234.0,0,2,40,6,1,100,0,0,10,101,1,10,53000,1,11
2023,202301,222770,2023001316603,14256.0,2023002227701,790106,1,1,14256.0,0,1,58,6,1,100,0,0,10,101,1,10,82000,1,11
2023,202301,222932,2023001318283,8586.0,2023002229321,373606,1,1,8586.0,0,1,31,6,4,400,0,0,10,101,1,10,106000,1,11
2023,202301,222932,2023001318283,8586.0,2023002229321,373606,1,2,9072.0,0,1,28,6,4,400,0,0,10,101,1,10,80000,2,20
2023,202301,222932,2023001318283,8586.0,2023002229321,373606,1,3,9072.0,0,1,27,6,4,400,0,0,10,101,1,10,80000,1,11
2023,202301,222932,2023001318283,8586.0,2023002229321,373606,1,4,8262.0,3,2,64,1,4,400,0,0,10,101,1,10,90000,1,11
2023,202301,222932,2023001318283,8586.0,2023002229321,373606,1,5,7938.0,3,1,60,1,4,400,0,0,6,61,1,10,60000,1,11
2023,202301,223094,2023001319917,9882.0,2023002230941,376806,1,1,9720.0,0,1,36,6,7,700,1,100,6,65,1,10,35000,1,11
2023,202301,223256,2023001321612,15714.0,2023002232561,371706,1,1,15552.0,1,1,56,4,4,400,0,0,6,63,1,10,26500,1,11
2023,202301,223580,2023001325020,8262.0,2023002235801,374106,1,1,8262.0,1,2,43,6,8,826,1,100,5,50,1,10,28000,1,11
2023,202301,223580,2023001325020,8262.0,2023002235801,374106,1,2,9234.0,1,1,34,6,8,826,1,100,6,63,1,10,30000,1,11
2023,202301,223742,2023001326777,5022.0,2023002237421,375706,1,1,5022.0,4,1,57,1,7,700,1,100,0,2,1,10,55000,1,11
2023,202301,223742,2023001326777,5022.0,2023002237421,375706,1,2,5022.0,4,2,56,1,7,700,1,100,0,2,1,10,20000,1,11
2023,202301,223742,2023001326777,5022.0,2023002237421,375706,1,3,6318.0,0,1,31,6,8,826,1,100,6,65,1,10,45000,1,11
2023,202301,223742,2023001326777,5022.0,2023002237421,375706,1,5,4698.0,0,2,25,6,8,826,1,100,7,71,1,10,24000,1,11
2023,202301,223904,2023001328419,6804.0,2023002239041,12306,1,1,6966.0,0,2,63,6,1,100,0,0,7,71,1,10,5300,1,11
2023,202301,223904,2023001328419,6804.0,2023002239041,12306,1,2,7452.0,0,2,62,6,1,100,0,0,6,63,1,10,24000,1,11
2023,202301,224066,2023001330295,10044.0,2023002240661,711506,1,2,9234.0,1,1,54,1,8,856,1,100,6,65,1,10,65000,1,11
2023,202301,224066,2023001330295,10044.0,2023002240661,711506,1,3,11178.0,0,1,22,6,8,856,1,100,6,64,1,10,22500,1,11
2023,202301,224066,2023001330295,10044.0,2023002240661,711506,1,4,9396.0,0,2,22,2,8,856,1,100,6,64,1,10,9000,1,11
2023,202301,224228,2023001332020,9558.0,2023002242281,375706,1,1,9558.0,3,2,45,1,8,826,1,100,6,63,1,10,40000,1,11
2023,202301,224228,2023001332020,9558.0,2023002242281,375706,1,2,11178.0,3,1,48,1,8,826,1,100,2,23,1,10,0,1,11
2023,202301,224228,2023001332020,9558.0,2023002242281,375706,1,3,10368.0,0,1,26,6,8,826,1,100,6,65,1,10,35000,1,11
2023,202301,224228,2023001332020,9558.0,2023002242281,375706,1,4,11340.0,0,2,23,6,8,826,1,100,8,81,1,10,40000,1,11
2023,202301,224552,2023001335596,7452.0,2023002245521,592306,1,1,7452.0,2,2,49,1,6,669,0,0,11,114,1,10,80000,1,11
2023,202301,224552,2023001335596,7452.0,2023002245521,592306,1,2,7614.0,2,1,48,1,6,669,0,0,11,115,1,10,48000,1,11
2023,202301,224714,2023001337422,9882.0,2023002247141,731606,1,1,9882.0,1,1,32,1,8,845,4,460,8,81,1,10,65000,2,20
2023,202301,225038,2023001340884,7938.0,2023002250381,670906,1,2,8586.0,1,2,64,1,6,661,0,0,0,2,1,10,20800,1,11
2023,202301,225038,2023001340884,7938.0,2023002250381,670906,1,3,13122.0,3,1,34,1,6,661,0,0,8,81,1,10,50000,1,11
2023,202301,225038,2023001340884,7938.0,2023002250381,670906,1,7,13608.0,3,2,33,1,8,868,0,0,8,81,1,10,60000,1,11
2023,202301,225200,2023001342802,9882.0,2023002252001,310006,1,1,9882.0,1,2,23,6,8,826,1,100,7,71,1,10,15000,1,11
2023,202301,225200,2023001342802,9882.0,2023002252001,310006,1,4,16524.0,2,1,49,3,8,826,1,100,6,61,1,12,15000,1,11
2023,202301,225200,2023001342802,9882.0,2023002252001,310006,1,5,11988.0,0,1,52,6,8,826,1,100,6,61,1,12,25000,1,11
2023,202301,225362,2023001344401,17172.0,2023002253621,711806,1,1,17172.0,1,1,53,1,8,826,1,100,6,63,1,10,45000,1,11
2023,202301,225524,2023001345926,6804.0,2023002255241,375806,1,1,6804.0,0,2,25,6,1,100,1,100,11,114,1,10,73000,1,11
2023,202301,225524,2023001345926,6804.0,2023002255241,375806,1,2,5832.0,0,1,27,6,1,100,1,100,10,101,1,10,62000,1,11
2023,202301,225686,2023001347756,56052.0,2023002256861,670306,1,3,62046.0,0,2,23,6,1,100,0,0,6,61,1,10,0,1,11
2023,202301,225848,2023001349494,7776.0,2023002258481,730806,1,1,7938.0,2,2,43,4,1,100,0,0,10,101,1,10,113000,1,11
2023,202301,225848,2023001349494,7776.0,2023002258481,730806,1,2,8424.0,2,1,64,4,1,100,0,0,11,114,1,10,165000,2,20
2023,202301,226010,2023001351197,17172.0,2023002260101,131206,1,1,17172.0,0,2,64,1,1,100,0,0,10,101,1,10,131000,1,11
2023,202301,226172,2023001352884,15390.0,2023002261721,371806,1,1,15390.0,2,1,39,1,1,100,0,0,10,101,1,10,171000,2,20
2023,202301,226172,2023001352884,15390.0,2023002261721,371806,1,5,14418.0,0,2,30,6,6,640,0,0,11,114,1,10,120000,1,11
2023,202301,226496,2023001356486,14904.0,2023002264961,790206,1,1,14904.0,0,1,64,1,1,100,0,0,8,81,1,10,12000,2,20
2023,202301,226820,2023001359730,6966.0,2023002268201,373506,1,2,5022.0,0,1,32,6,6,673,0,0,7,71,1,10,7000,1,11
2023,202301,226820,2023001359730,6966.0,2023002268201,373506,1,3,7128.0,0,2,30,2,6,673,0,0,7,71,1,10,50000,1,11
2023,202301,226982,2023001361351,12798.0,2023002269821,732906,1,1,12798.0,2,1,47,1,6,600,0,0,10,101,1,10,220000,1,11
2023,202301,226982,2023001361351,12798.0,2023002269821,732906,1,2,12636.0,2,2,47,1,6,600,0,0,10,101,1,10,157000,1,11
2023,202301,227144,2023001362934,5022.0,2023002271441,372406,1,1,5022.0,2,2,41,1,1,100,0,0,11,114,1,10,71000,1,11
2023,202301,227306,2023001364605,7290.0,2023002273061,830106,1,1,7452.0,3,1,39,3,7,700,1,100,4,40,1,10,45000,1,11
2023,202301,227306,2023001364605,7290.0,2023002273061,830106,1,3,13932.0,0,2,19,6,7,700,1,100,6,63,1,10,700,1,11
2023,202301,227468,2023001366227,9720.0,2023002274681,131306,1,5,8748.0,0,2,18,6,1,100,0,0,6,63,1,10,7600,1,11
2023,202301,227630,2023001367919,16200.0,2023002276301,591406,1,1,16200.0,0,1,58,6,1,100,0,0,10,101,1,10,180000,1,11
2023,202301,228278,2023001374974,11178.0,2023002282781,652406,1,2,10206.0,0,1,53,1,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,228440,2023001376547,11664.0,2023002284401,373306,1,1,11826.0,0,2,36,6,6,620,0,0,10,101,1,10,60000,1,11
2023,202301,228764,2023001379899,2268.0,2023002287641,330006,1,1,2268.0,0,1,25,6,3,361,0,0,7,71,1,10,110000,1,11
2023,202301,229088,2023001383209,2430.0,2023002290881,870106,1,3,1458.0,0,1,58,4,1,100,0,0,7,71,1,10,240000,1,11
2023,202301,229412,2023001386677,8100.0,2023002294121,376006,1,1,8100.0,2,1,43,1,1,100,0,0,11,115,1,10,684000,1,11
2023,202301,229574,2023001388556,14418.0,2023002295741,290506,1,1,14418.0,2,1,40,1,1,100,0,0,8,81,1,10,66000,1,11
2023,202301,229574,2023001388556,14418.0,2023002295741,290506,1,2,15228.0,2,2,44,1,1,100,0,0,6,63,1,10,34000,1,11
2023,202301,229736,2023001390106,12150.0,2023002297361,378206,1,1,12150.0,1,1,64,1,1,100,0,0,11,114,1,10,75000,1,11
2023,202301,229736,2023001390106,12150.0,2023002297361,378206,1,3,14256.0,0,1,24,6,1,100,0,0,11,114,1,10,12000,1,11
2023,202301,229898,2023001391690,9396.0,2023002298981,377206,1,1,9558.0,0,2,43,1,8,815,0,0,10,101,1,10,143000,1,11
2023,202301,229898,2023001391690,9396.0,2023002298981,377206,1,2,11988.0,0,1,52,1,1,100,0,0,6,63,1,10,192000,2,20
2023,202301,230384,2023001397034,13446.0,2023002303841,591206,1,1,13446.0,0,1,58,1,1,100,0,0,6,65,1,10,63000,1,11
2023,202301,230384,2023001397034,13446.0,2023002303841,591206,1,2,11826.0,0,2,56,1,1,100,0,0,6,63,1,10,44600,1,11
2023,202301,230546,2023001398789,13608.0,2023002305461,970206,1,1,13608.0,0,2,58,4,8,826,4,423,8,81,1,10,90000,1,11
2023,202301,230708,2023001400604,4860.0,2023002307081,990206,1,1,4698.0,3,2,43,6,8,802,0,0,6,64,1,10,0,1,11
2023,202301,230870,2023001402293,27864.0,2023002308701,11806,1,1,27864.0,2,2,41,6,1,100,4,450,8,81,1,10,43200,1,11
2023,202301,231032,2023001403899,21708.0,2023002310321,652206,1,1,21708.0,0,1,45,1,1,100,0,0,7,71,1,10,115000,1,11
2023,202301,231194,2023001405454,20574.0,2023002311941,374506,1,1,20412.0,2,1,33,1,8,826,1,100,6,63,1,10,42300,1,11
2023,202301,231356,2023001407417,3402.0,2023002313561,890006,1,3,5346.0,0,1,45,6,1,100,0,0,6,65,1,10,65000,1,11
2023,202301,231518,2023001408859,29160.0,2023002315181,1130106,1,1,29160.0,0,1,31,4,8,826,1,100,6,63,1,10,54000,1,11
2023,202301,231518,2023001408859,29160.0,2023002315181,1130106,1,2,26082.0,0,1,34,6,8,826,1,100,7,71,1,10,40000,1,11
2023,202301,231518,2023001408859,29160.0,2023002315181,1130106,1,3,51030.0,0,2,30,6,8,826,1,100,7,71,1,10,4300,1,11
2023,202301,231842,2023001412355,7128.0,2023002318421,290506,1,1,7290.0,0,1,40,6,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,232004,2023001414085,10206.0,2023002320041,1070306,1,1,10206.0,2,1,29,1,8,826,1,100,6,65,1,10,15000,1,11
